exp_id,run,log,model,reward,power_k,ll_min,lr,kl,ec,fp,baseline,rm_mode,n_iters,first_step,last_step,n_tom,hm_step0,hm_last3,hm_last5,hm_best,d_hm,hm_late_std,avg_step0,avg_last3,d_avg,gsm8k_step0,gsm8k_last3,d_gsm8k,mmlu_step0,mmlu_last3,d_mmlu,eval_parseable,eval_correct,eval_correct_step0,kl_final,kl_max,resp_len_final,resp_len_min,reward_final
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.0_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.0_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.0,0.0,False,frozen,20,0,190,24,0.4199,0.3908,0.3995,0.4599,-0.0291,0.0178,0.5027,0.4525,-0.0502,0.66,0.5243,-0.1357,0.46,0.5947,0.1347,0.474,0.474,0.615,0.432,0.579,139.5,41.7,30.774
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.001,0.0,False,frozen,20,0,190,24,0.4211,0.3969,0.3921,0.4514,-0.0242,0.0112,0.5032,0.4484,-0.0549,0.657,0.5243,-0.1327,0.483,0.549,0.066,0.359,0.359,0.462,0.361,0.652,144.6,46.2,32.153
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.0,5.0,False,frozen,20,0,190,24,0.4178,0.3719,0.372,0.4591,-0.0459,0.0093,0.5029,0.4371,-0.0658,0.65,0.4867,-0.1633,0.48,0.5653,0.0853,0.5,0.5,0.423,0.393,0.682,147.2,41.1,35.129
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.001,5.0,False,frozen,20,0,190,24,0.4195,0.3473,0.3699,0.4602,-0.0722,0.0268,0.5034,0.4204,-0.083,0.66,0.5313,-0.1287,0.473,0.5623,0.0893,0.423,0.423,0.577,0.367,0.592,146.1,46.2,23.917
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.001,0.0,False,frozen,20,0,190,24,0.4177,0.1821,0.1699,0.4675,-0.2355,0.0394,0.5031,0.2954,-0.2077,0.657,0.3123,-0.3447,0.473,0.5357,0.0627,0.321,0.321,0.538,0.44,0.662,153.1,45.4,31.426
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.0,5.0,False,frozen,20,0,190,24,0.4181,0.3142,0.3144,0.4616,-0.104,0.0277,0.5041,0.3823,-0.1219,0.653,0.319,-0.334,0.48,0.5533,0.0733,0.321,0.321,0.5,0.314,0.661,168.4,42.0,27.01
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.001,5.0,False,frozen,19,0,180,24,0.4166,0.2517,0.2687,0.4562,-0.1649,0.054,0.5033,0.3082,-0.1951,0.66,0.2847,-0.3753,0.48,0.481,0.001,0.333,0.333,0.577,0.34,0.707,181.2,45.7,36.834
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.0,0.0,False,frozen,20,0,190,24,0.4176,0.4437,0.4422,0.4634,0.0261,0.0032,0.5031,0.504,0.0009,0.657,0.459,-0.198,0.463,0.6023,0.1393,0.436,0.436,0.731,0.202,0.307,111.0,33.4,32.236
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.4144,0.4518,0.4523,0.4623,0.0374,0.0028,0.5019,0.5059,0.004,0.66,0.432,-0.228,0.467,0.5733,0.1063,0.487,0.487,0.538,0.209,0.316,119.0,35.1,27.79
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.0,5.0,False,frozen,20,0,190,24,0.4182,0.4484,0.4512,0.4598,0.0301,0.0047,0.5035,0.5095,0.006,0.657,0.4847,-0.1723,0.46,0.6143,0.1543,0.603,0.603,0.538,0.221,0.293,120.5,39.1,27.605
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.001,5.0,False,frozen,20,0,190,24,0.417,0.4412,0.4386,0.4599,0.0242,0.0037,0.5023,0.5001,-0.0022,0.657,0.571,-0.086,0.473,0.622,0.149,0.462,0.462,0.423,0.189,0.334,105.2,38.3,27.022
Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.001,0.0,False,frozen,20,0,190,24,0.4168,0.4412,0.4418,0.4587,0.0244,0.0066,0.5026,0.5041,0.0015,0.657,0.26,-0.397,0.47,0.6037,0.1337,0.462,0.462,0.5,0.257,0.36,116.6,37.9,34.26
Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260711/Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.0,5.0,False,frozen,20,0,190,24,0.4184,0.4467,0.4467,0.4604,0.0283,0.004,0.5028,0.5044,0.0016,0.653,0.5347,-0.1183,0.473,0.6137,0.1407,0.551,0.551,0.577,0.233,0.384,120.7,36.5,27.687
Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.001,5.0,False,frozen,20,0,190,24,0.4214,0.4466,0.4485,0.4642,0.0251,0.0032,0.5038,0.5049,0.0011,0.657,0.578,-0.079,0.457,0.6133,0.1563,0.577,0.577,0.5,0.197,0.301,122.0,51.3,33.193
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.0_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.0_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.0,0.0,False,actor,20,0,190,24,0.4163,0.4285,0.4298,0.4632,0.0122,0.0064,0.5033,0.4872,-0.0161,0.657,0.6157,-0.0413,0.46,0.601,0.141,0.538,0.538,0.615,0.437,0.771,115.0,44.4,34.808
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.001,0.0,False,actor,20,0,190,24,0.4184,0.4251,0.4252,0.457,0.0067,0.0055,0.5038,0.4808,-0.023,0.663,0.4967,-0.1663,0.467,0.591,0.124,0.487,0.487,0.538,0.535,0.573,111.2,38.6,31.065
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.01,0.001,5.0,False,actor,20,0,190,24,0.4178,0.4292,0.4299,0.4715,0.0113,0.0076,0.5037,0.4908,-0.0129,0.66,0.4033,-0.2567,0.473,0.5667,0.0937,0.603,0.603,0.538,0.594,1.286,104.1,41.7,32.069
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.0_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.0_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.0,0.0,False,actor,20,0,190,24,0.419,0.31,0.2181,0.4601,-0.109,0.1707,0.5042,0.3805,-0.1237,0.66,0.3067,-0.3533,0.47,0.402,-0.068,0.41,0.41,0.423,1.292,2.266,32.2,30.7,24.048
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.001,0.0,False,actor,20,0,190,24,0.4168,0.3834,0.3796,0.4518,-0.0334,0.0239,0.5028,0.4543,-0.0485,0.657,0.361,-0.296,0.463,0.5823,0.1193,0.462,0.462,0.615,0.414,0.719,131.6,51.7,28.176
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.0,5.0,False,actor,20,0,190,24,0.4149,0.4355,0.4364,0.4648,0.0206,0.0023,0.5024,0.4852,-0.0172,0.653,0.1343,-0.5187,0.467,0.61,0.143,0.449,0.449,0.538,1.053,2.099,50.7,30.3,22.711
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.01,0.001,5.0,False,actor,20,0,190,24,0.42,0.4044,0.4034,0.4555,-0.0156,0.0022,0.5041,0.4778,-0.0263,0.65,0.1543,-0.4957,0.473,0.5577,0.0847,0.538,0.538,0.654,2.287,2.345,58.2,37.0,24.296
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.001,0.0,False,actor,19,0,180,24,0.4174,0.4444,0.4425,0.4627,0.0269,0.0048,0.5031,0.5043,0.0012,0.663,0.582,-0.081,0.48,0.607,0.127,0.462,0.462,0.423,0.215,0.405,116.2,41.6,34.422
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.0,5.0,False,actor,20,0,190,24,0.4161,0.4451,0.4472,0.4683,0.029,0.0031,0.5029,0.51,0.0071,0.66,0.5353,-0.1247,0.463,0.5933,0.1303,0.526,0.526,0.5,0.262,0.346,99.4,41.8,29.34
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,5e-7,0.05,0.001,5.0,False,actor,20,0,190,24,0.4166,0.4477,0.4501,0.4629,0.0311,0.0042,0.503,0.5082,0.0052,0.653,0.4933,-0.1597,0.47,0.6033,0.1333,0.551,0.551,0.462,0.262,0.326,89.7,42.2,29.171
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.0_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.0_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.0,0.0,False,actor,20,0,190,24,0.4186,0.4559,0.4448,0.4601,0.0373,0.025,0.504,0.5172,0.0132,0.657,0.3247,-0.3323,0.477,0.6167,0.1397,0.526,0.526,0.346,0.372,0.396,79.9,35.4,32.25
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.001,0.0,False,actor,20,0,190,24,0.4202,0.454,0.4484,0.4639,0.0338,0.0122,0.5034,0.5122,0.0088,0.66,0.4513,-0.2087,0.47,0.6033,0.1333,0.41,0.41,0.538,0.198,0.687,119.4,47.6,31.104
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.0_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.0_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.0,5.0,False,actor,20,0,190,24,0.4151,0.4457,0.4495,0.4631,0.0307,0.0064,0.5031,0.5057,0.0025,0.667,0.4653,-0.2017,0.473,0.5967,0.1237,0.564,0.564,0.385,0.187,0.364,120.1,48.1,31.67
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.001_pk3,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.001_pk3-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k3-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,3.0,6.0,1e-6,0.05,0.001,5.0,False,actor,20,0,190,24,0.4185,0.4598,0.459,0.4683,0.0413,0.0047,0.5037,0.5158,0.0121,0.643,0.2547,-0.3883,0.457,0.602,0.145,0.462,0.462,0.538,1.133,1.74,43.3,34.6,30.871
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.001,0.0,False,frozen,20,0,190,24,0.4152,0.4381,0.4395,0.4697,0.0229,0.003,0.5028,0.5018,-0.0009,0.653,0.6243,-0.0287,0.47,0.6057,0.1357,0.423,0.423,0.5,0.2,0.284,131.2,41.4,36.369
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.0,5.0,False,frozen,19,0,180,24,0.4151,0.4495,0.4492,0.472,0.0344,0.0029,0.5028,0.5118,0.009,0.66,0.609,-0.051,0.463,0.6053,0.1423,0.474,0.474,0.462,0.196,0.242,118.8,37.0,38.938
Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.001,5.0,False,frozen,20,0,190,24,0.4167,0.4582,0.4624,0.4794,0.0415,0.006,0.5035,0.5164,0.013,0.663,0.5467,-0.1163,0.46,0.609,0.149,0.526,0.526,0.462,0.159,0.267,123.9,37.9,38.587
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.0_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.0,0.0,False,frozen,20,0,190,24,0.4153,0.4393,0.4416,0.4583,0.0241,0.0062,0.5033,0.4944,-0.009,0.663,0.6057,-0.0573,0.47,0.6113,0.1413,0.615,0.615,0.385,0.192,0.262,122.1,43.9,33.934
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.001,0.0,False,frozen,20,0,190,24,0.417,0.4453,0.4435,0.4676,0.0283,0.0064,0.5029,0.5053,0.0024,0.653,0.2743,-0.3787,0.473,0.589,0.116,0.603,0.603,0.577,0.249,0.337,131.3,40.0,37.954
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.0,5.0,False,frozen,20,0,190,24,0.4142,0.438,0.4396,0.4684,0.0238,0.004,0.5027,0.4988,-0.0039,0.653,0.56,-0.093,0.463,0.6187,0.1557,0.359,0.359,0.5,0.179,0.287,128.5,39.4,38.36
Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.01_lr1e-6_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.001,5.0,False,frozen,20,0,190,24,0.4177,0.4396,0.4387,0.4543,0.0219,0.0032,0.5033,0.5089,0.0056,0.653,0.579,-0.074,0.473,0.5947,0.1217,0.474,0.474,0.654,0.233,0.37,121.6,46.5,37.318
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.4163,0.4618,0.4624,0.4676,0.0454,0.0014,0.5029,0.5202,0.0173,0.66,0.661,0.001,0.463,0.608,0.145,0.526,0.526,0.423,0.096,0.158,115.8,35.6,35.912
