exp_id,run,log,model,reward,power_k,ll_min,lr,kl,ec,fp,baseline,rm_mode,n_iters,first_step,last_step,n_tom,hm_step0,hm_last3,hm_last5,hm_best,d_hm,hm_late_std,avg_step0,avg_last3,d_avg,gsm8k_step0,gsm8k_last3,d_gsm8k,mmlu_step0,mmlu_last3,d_mmlu,eval_parseable,eval_correct,eval_correct_step0,kl_final,kl_max,resp_len_final,resp_len_min,reward_final
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,4.0,5e-7,0.05,0.0,5.0,False,frozen,20,0,190,24,0.093,0.0893,0.0872,0.0985,-0.0037,0.0076,0.315,0.3632,0.0482,0.277,0.3167,0.0397,0.383,0.418,0.035,0.346,0.346,0.423,0.029,0.095,127.4,77.6,-2.812
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,4.0,5e-7,0.05,0.001,5.0,False,frozen,39,0,190,24,0.0931,0.0751,0.0657,0.0964,-0.0179,0.0162,0.3151,0.3449,0.0298,0.277,0.3343,0.0573,0.387,0.4,0.013,0.436,0.436,0.154,0.044,0.066,133.0,89.8,-1.406
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,6.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.0854,0.174,0.1445,0.2209,0.0886,0.051,0.3146,0.3789,0.0643,0.273,0.4677,0.1947,0.383,0.458,0.075,0.397,0.397,0.346,1.845,2.695,147.3,21.4,14.554
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k5-llmin-6-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,6.0,5e-7,0.05,0.001,0.0,False,actor,39,0,190,24,0.093,0.1748,0.158,0.1963,0.0818,0.0273,0.3151,0.4036,0.0885,0.277,0.4837,0.2067,0.387,0.4367,0.0497,0.308,0.308,0.346,3.392,3.802,158.9,19.4,14.815
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,6.0,5e-7,0.05,0.001,5.0,False,actor,38,0,185,24,0.093,0.1944,0.1826,0.2732,0.1014,0.0439,0.3149,0.4147,0.0998,0.277,0.5277,0.2507,0.387,0.4777,0.0907,0.423,0.423,0.423,0.58,6.755,897.4,10.3,6.237
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.001,0.0,False,actor,39,0,190,24,0.0929,0.1128,0.1204,0.1371,0.0199,0.0179,0.3147,0.3586,0.0439,0.277,0.32,0.043,0.393,0.3957,0.0027,0.359,0.359,0.269,4.294,4.294,77.5,61.2,-3.741
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.0,5.0,False,actor,20,0,190,24,0.093,0.0733,0.0736,0.1071,-0.0196,0.0186,0.3147,0.366,0.0513,0.28,0.3447,0.0647,0.387,0.4147,0.0277,0.359,0.359,0.385,2.762,2.762,115.0,68.3,-2.782
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.001,5.0,False,actor,39,0,190,24,0.0929,0.2088,0.1937,0.2187,0.1159,0.0203,0.3147,0.3954,0.0807,0.277,0.3733,0.0963,0.39,0.4367,0.0467,0.385,0.385,0.346,0.029,0.32,140.1,61.9,-1.406
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,6.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.0853,0.4298,0.4285,0.4346,0.3445,0.0068,0.3147,0.5066,0.1919,0.277,0.43,0.153,0.387,0.5033,0.1163,0.513,0.513,0.231,9.852,10.0,445.2,1.5,15.661
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,6.0,5e-7,0.05,0.001,0.0,False,actor,39,0,190,24,0.093,0.1549,0.1424,0.1703,0.0619,0.0222,0.3151,0.3636,0.0485,0.277,0.4933,0.2163,0.387,0.4657,0.0787,0.359,0.359,0.308,0.553,3.276,99.1,27.6,16.792
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k7-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,6.0,5e-7,0.05,0.0,5.0,False,actor,20,0,190,24,0.0929,0.0191,0.0193,0.0929,-0.0738,0.004,0.3149,0.2467,-0.0682,0.277,0.36,0.083,0.387,0.3297,-0.0573,0.205,0.205,0.308,0.23,2.219,263.4,30.9,12.846
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k7-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,4.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.093,0.137,0.1109,0.1857,0.044,0.0514,0.3148,0.4058,0.0909,0.277,0.3243,0.0473,0.387,0.4423,0.0553,0.462,0.462,0.462,0.102,0.193,102.7,64.8,0.003
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-power-k7-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,4.0,5e-7,0.05,0.0,5.0,False,actor,39,0,190,24,0.093,0.1725,0.152,0.1931,0.0795,0.039,0.3152,0.3908,0.0756,0.277,0.3323,0.0553,0.387,0.4447,0.0577,0.449,0.449,0.308,0.042,2.554,113.1,65.0,-1.393
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp0_ec0.0_lp,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.0,0.0,False,frozen,14,0,380,24,0.3403,0.3988,0.3958,0.4008,0.0585,0.0053,0.4412,0.4789,0.0377,0.89,0.8943,0.0043,0.59,0.639,0.049,0.474,0.474,0.538,0.014,0.023,865.1,622.6,-7.026
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp0_ec0.001_lp,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp0_ec0.001_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp0_ec0.001_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.001,0.0,False,frozen,14,0,380,24,0.3415,0.4046,0.4024,0.4113,0.0632,0.0089,0.4413,0.4809,0.0397,0.887,0.9043,0.0173,0.587,0.6477,0.0607,0.462,0.462,0.5,0.011,0.023,958.6,608.9,-7.264
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp5_ec0.0_lp,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp5_ec0.0_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp5_ec0.0_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.0,5.0,False,frozen,39,0,190,24,0.1607,0.0703,0.0696,0.168,-0.0904,0.0157,0.2723,0.236,-0.0364,0.487,0.342,-0.145,0.243,0.082,-0.161,0.282,0.282,0.231,0.012,0.016,470.3,439.9,-7.865
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp5_ec0.001_lp,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp5_ec0.001_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr1e-6_fp5_ec0.001_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.001,5.0,False,frozen,39,0,190,24,0.3427,0.3406,0.3399,0.3847,-0.0021,0.0068,0.4425,0.435,-0.0076,0.89,0.9033,0.0133,0.593,0.5623,-0.0307,0.449,0.449,0.5,0.009,0.013,801.4,658.3,-10.32
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp0_ec0.0_lp,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.0,0.0,False,actor,39,0,190,24,0.3341,0.1889,0.1867,0.3631,-0.1452,0.011,0.4341,0.331,-0.1031,0.857,0.861,0.004,0.55,0.3367,-0.2133,0.385,0.385,0.346,0.009,0.012,784.6,603.7,-6.785
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp0_ec0.001_lp,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp0_ec0.001_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp0_ec0.001_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.001,0.0,False,actor,39,0,190,24,0.1605,0.0706,0.0824,0.1698,-0.0899,0.023,0.2719,0.2312,-0.0407,0.487,0.4143,-0.0727,0.243,0.1513,-0.0917,0.192,0.192,0.269,0.01,0.017,475.2,447.4,-6.908
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp5_ec0.0_lp,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp5_ec0.0_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp5_ec0.0_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.0,5.0,False,actor,20,0,190,24,0.1584,0.0594,0.0906,0.1742,-0.099,0.0355,0.2719,0.2337,-0.0381,0.487,0.4067,-0.0803,0.243,0.141,-0.102,0.244,0.244,0.231,0.016,0.022,478.1,447.0,-11.8
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp5_ec0.001_lp,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp5_ec0.001_lp-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr1e-6_fp5_ec0.001_lp-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Qwen3,log_prob,2.0,8.0,1e-6,0.05,0.001,5.0,False,actor,20,0,190,24,0.1608,0.0963,0.1216,0.1651,-0.0645,0.0286,0.272,0.2529,-0.0191,0.49,0.311,-0.179,0.243,0.1187,-0.1243,0.231,0.231,0.269,0.013,0.018,448.8,435.6,-10.848
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.0,0.0,False,frozen,20,0,190,24,0.1605,0.1544,0.1544,0.1766,-0.006,0.0061,0.2717,0.267,-0.0048,0.487,0.4723,-0.0147,0.243,0.2577,0.0147,0.282,0.282,0.269,0.003,0.004,459.3,432.1,-2.017
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.001,0.0,False,frozen,39,0,190,24,0.1613,0.1469,0.1511,0.1751,-0.0144,0.0124,0.2719,0.2744,0.0025,0.487,0.4957,0.0087,0.243,0.249,0.006,0.308,0.308,0.308,0.003,0.004,466.5,425.4,-3.543
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.001,5.0,False,frozen,39,0,190,24,0.3423,0.3526,0.3491,0.3693,0.0103,0.0115,0.4425,0.4469,0.0044,0.88,0.892,0.012,0.587,0.591,0.004,0.449,0.449,0.5,0.003,0.003,583.6,567.2,1.022
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.0,0.0,False,frozen,20,0,190,24,0.1616,0.1464,0.1439,0.1729,-0.0151,0.0069,0.2719,0.2613,-0.0106,0.487,0.4933,0.0063,0.243,0.21,-0.033,0.256,0.256,0.115,0.002,0.003,466.0,432.4,-0.078
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.001,0.0,False,frozen,39,0,190,24,0.1605,0.0695,0.0754,0.1687,-0.0911,0.0192,0.2719,0.2583,-0.0136,0.487,0.1623,-0.3247,0.243,0.0867,-0.1563,0.244,0.244,0.269,0.002,0.006,455.4,433.2,0.033
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.0,5.0,False,frozen,20,0,190,24,0.1603,0.1542,0.1542,0.1806,-0.0061,0.0069,0.2717,0.2642,-0.0076,0.487,0.48,-0.007,0.243,0.2513,0.0083,0.385,0.385,0.115,0.002,0.003,449.6,433.3,-1.426
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.001,5.0,False,frozen,20,0,190,24,0.1605,0.1443,0.1471,0.1719,-0.0162,0.0121,0.2719,0.2557,-0.0162,0.487,0.4853,-0.0017,0.243,0.2167,-0.0263,0.192,0.192,0.269,0.002,0.004,468.1,431.2,0.012
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.0,0.0,False,frozen,39,0,190,24,0.1605,0.1673,0.1632,0.1825,0.0068,0.0063,0.2719,0.2755,0.0036,0.487,0.4867,-0.0003,0.243,0.2877,0.0447,0.359,0.359,0.308,0.003,0.006,450.5,438.2,3.661
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.001,0.0,False,frozen,39,0,190,24,0.3344,0.3132,0.3282,0.367,-0.0211,0.0219,0.4345,0.4249,-0.0095,0.853,0.8857,0.0327,0.54,0.538,-0.002,0.5,0.5,0.538,0.002,0.004,722.1,571.3,-1.033
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.0,5.0,False,frozen,39,0,190,24,0.3419,0.3512,0.3583,0.377,0.0093,0.0141,0.4415,0.4465,0.005,0.887,0.8877,0.0007,0.59,0.5823,-0.0077,0.513,0.513,0.5,0.004,0.004,635.0,586.0,0.031
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm6,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.001,5.0,False,frozen,39,0,190,24,0.1605,0.1502,0.1511,0.1784,-0.0102,0.0051,0.2717,0.2623,-0.0095,0.487,0.489,0.002,0.243,0.2357,-0.0073,0.256,0.256,0.231,0.003,0.004,451.4,433.8,0.542
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7.0-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,4.0,5e-7,0.05,0.0,0.0,False,frozen,14,0,380,24,0.3425,0.3098,0.3033,0.3628,-0.0327,0.0127,0.4425,0.4207,-0.0218,0.89,0.902,0.012,0.593,0.5623,-0.0307,0.487,0.487,0.615,0.002,0.003,686.2,562.9,0.002
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,4.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.1605,0.0684,0.0703,0.1758,-0.0921,0.0145,0.2718,0.2243,-0.0475,0.487,0.461,-0.026,0.243,0.1367,-0.1063,0.192,0.192,0.346,0.003,0.005,442.7,441.5,-2.5
